Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Nuh,2024-10-14 20:03:27,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2024-10-15 08:46:04,Sony_BRAVIA 4K UR2,1
Nuh,2024-10-13 22:41:01,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-13 11:12:25,New Device Login,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-10-12 20:35:17,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-11 21:41:58,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-11 18:51:23,Generic Temp Code,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-10-11 18:41:50,New Device Login,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-10-11 11:45:47,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2024-10-11 18:49:53,APPLE_iPhone15-3,1
Nuh,2024-10-11 11:45:47,Set Or Update Primary Home Confirmation Email,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-10-11 11:45:05,Update Household Requested Otp,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,https://www.netflix.com/account/update-primary-location?g=6a44c0d1-485d-4848-bb58-8096e190624c&lkid=UPDATE_HOUSEHOLD_REQUESTED_OTP_CTA&lnktrk=EVO&nftoken=BQAbAAEBED%2F%2FrdjMqggMQ2CEVO5w+caAoJH00Plia3p2XqHGzyGgI56vPhA0qcsv6K0h2pTt8Yf9OwO6z1fs5iaHI48rma6fx8tae4PwT3xB+LFsMDtbbWvfCHtCTYuQtE4s8gc%2Fu3VUMzBALLtc1TIUw7L98xTsgnk9K86Rf0OxMEGiQjYXxZ+PqLeWDHH1fr3nO7KRVvJpLaCusKny1hWbgp3vmElFb8ym0829OhBsgLlp3ijaIX8%3D&operation=update,2024-10-11 11:45:38,--,1
Nuh,2024-10-10 23:43:53,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2024-10-11 11:41:32,PS5™ Gemini,1
Nuh,2024-10-02 21:10:28,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-01 21:42:09,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-30 21:55:02,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-29 22:25:19,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-28 22:29:16,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-27 20:36:28,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-26 22:16:08,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-25 20:04:57,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-24 21:39:30,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-23 21:04:15,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-22 22:28:39,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-21 22:14:28,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-20 22:03:11,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-19 21:34:58,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-18 21:08:52,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-17 21:28:38,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-16 20:50:41,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-15 21:56:14,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-14 21:33:26,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-13 22:28:20,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-12 20:22:16,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-11 22:11:19,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-10 21:25:21,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-09 22:18:32,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-08 21:37:28,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-07 22:23:23,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-06 21:44:48,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-05 22:07:16,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-04 20:14:24,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-03 22:36:52,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-02 21:30:21,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-09-01 22:42:49,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-31 21:47:27,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-30 21:14:55,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-29 21:43:06,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-28 21:57:50,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-28 04:08:43,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-26 22:09:50,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-25 21:16:00,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-24 22:32:48,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-23 20:46:47,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-22 22:26:18,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-21 22:14:32,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-08-20 22:25:47,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
